,CTL1,CTL12,CTL13,HIV1_Bal1,HIV1_Bal2,HIV1_Bal3,HIV1.LTA1,HIV1.LTA2,HIV1.LTA3
ANGPT2,4,2,8,3,2,10,4,1,4
TMEM101,2157,1794,828,1378,1344,1100,1653,1855,1072
CD200,459,211,121,249,149,142,318,467,231
CCDC80,25091,25294,59616,15145,16964,61852,18558,17673,43409
CMA1,10,2,2,6,5,8,2,4,1
PSME1,10324,9554,4450,6196,6379,4540,7943,9718,5437
PPP2R3C,3607,3234,3693,2265,2533,3887,2487,2623,3161
HAUS4,1500,1315,525,874,881,703,1093,1291,607
JPH4,366,271,29,202,208,30,267,332,50
MYH7,0,0,0,0,0,0,1,0,0
CEBPE,1,0,0,0,1,0,0,0,0
SLC7A8,55,22,13,22,32,32,39,52,51
OSGEP,2657,2280,1512,1637,1873,1784,1989,2034,1466
SLC22A17,1828,1635,588,1193,1190,723,1472,2041,822
RNF31,281,246,209,183,188,258,175,257,204
SCFD1,7994,7193,8004,4887,4957,8071,5824,5170,6382
G2E3,10630,8114,5940,6429,6256,6764,7867,7508,6189
HECTD1,25689,20928,17165,15159,15179,19941,18332,17483,16002
HNRNPC,81883,63332,51446,49024,50310,56235,58191,51832,45485
RPGRIP1,89,70,25,64,47,17,57,64,27
SUPT16H,39809,33254,23420,23994,25012,26121,28933,28934,23187
TOX4,10035,8215,8583,6216,5980,9419,6969,7700,7693
GEMIN2,1548,1251,855,1019,962,902,1077,1173,871
TGM1,261,296,72,178,208,74,199,224,69
TINF2,4469,3907,3095,2735,3005,3522,3221,3582,2935
DAZL,1,3,0,0,0,0,0,3,0
TBL1Y,0,0,0,1,0,0,0,0,0
SEMA6A,120,85,87,47,76,101,90,75,67
TRPM7,11775,10126,5633,6940,7657,6435,8412,8732,5340
TYRO3,3522,3355,1679,2316,2658,2293,2494,2900,1742
WDR76,11951,10164,4178,7401,7772,4318,8547,9476,4012
CAPN3,30,14,11,13,25,36,12,27,9
SNAP23,13053,10168,4835,7758,7340,5812,9063,10210,4789
TBX15,11,27,7,9,19,9,8,13,15
PHGDH,13816,11001,6832,8629,8420,8167,9513,9818,7590
COL9A3,8,15,0,4,2,1,3,6,2
EZR,39249,39100,25799,24842,29413,29462,29640,29288,21774
MYL6,206387,202435,149840,130082,129413,148161,144068,148201,114160
AGO1,10412,8434,5768,5913,5591,6485,6932,8006,5359
TEKT2,3,8,1,3,2,3,6,0,1
CLSPN,22883,17855,12544,13526,14890,14805,16318,15723,12261
RFFL,1105,823,910,686,691,993,797,865,960
UNC13D,83,92,9,65,64,8,48,84,10
MFSD11,1603,1390,704,1009,1076,893,1243,1262,699
DPYSL2,12971,11304,14496,7790,8386,15882,9355,11099,14471
TGFB2,19557,29105,12739,12692,16405,11007,15876,13218,6255
GPATCH2,2735,2388,1088,1652,1840,1282,2057,1939,1069
NUP50,9498,7997,5725,5770,6151,6638,6393,6338,5267
CDC45,3223,3100,1763,2012,2327,2042,2213,2344,1545
COMT,2299,2623,1275,1559,1981,1458,1779,2313,1420
ADA2,2,0,3,1,3,2,0,1,2
VNN3P,0,0,0,0,0,0,3,0,0
ECHDC1,10980,8939,4689,6406,6941,4948,7699,6930,4123
LRRFIP2,8563,7902,7930,5420,5459,8783,6401,5528,6549
SEC22C,9314,8240,5033,5704,6009,5127,6790,7299,4570
XYLB,1064,962,689,633,733,775,685,731,562
HDAC6,4819,4745,2028,2851,3226,2298,3647,4417,2320
OR1I1,0,0,0,1,0,0,0,0,0
GABRP,0,0,3,1,1,1,1,1,0
KRT31,1,0,1,0,0,0,0,0,0
CDC6,10686,9560,7509,6587,7684,8808,7867,7428,6522
UPRT,1573,1279,1100,948,1028,1118,1157,1109,827
CDC23,11584,9722,8826,7235,7251,9869,8350,8423,8096
AAAS,3067,2729,1684,1971,2013,2050,2352,2415,1963
CBX5,52560,42412,14414,30383,30588,16404,36474,42674,14713
FMO2,3,0,0,0,0,0,0,0,0
SUCO,7904,6530,3518,4523,4792,4461,5553,5120,3502
MSH2,9458,7986,8716,5698,6191,9593,6691,6812,8974
MAP3K1,5674,5033,3031,3303,3509,3167,4056,4335,2586
DHPS,1119,1128,673,750,750,757,803,899,616
HOOK2,586,556,246,360,416,358,424,588,340
NXPE1,5,1,10,4,6,9,2,4,6
ARCN1,22367,19123,15557,14110,14126,18257,16179,14507,13491
EPB41L4B,569,436,1118,381,381,1276,426,379,984
TMEM38B,3244,2578,1627,1856,2027,1925,2275,2050,1435
PSMD5,6782,5851,5805,4174,4563,6384,4846,4400,4847
PTGS1,270,153,360,166,129,407,234,216,657
NUP188,18488,16014,13099,11448,12060,14922,13367,13927,12584
CRAT,2531,2696,1250,1575,1852,1382,1743,2482,1302
SH2D3C,13,8,11,10,8,8,2,30,5
NANS,3731,3328,3637,2286,2710,4063,2755,2710,3285
TBC1D2,1957,1802,1159,1220,1376,1518,1496,1865,1424
WHRN,273,243,143,175,211,200,209,254,221
PDE6C,11,9,3,9,7,5,12,2,3
CWF19L1,5171,4125,3220,3133,3232,3620,3443,3379,2996
SEMA4G,111,120,112,76,66,144,77,105,120
BTAF1,7913,6408,4384,4890,4821,4832,5670,5561,3852
IKZF5,2401,1980,2026,1465,1468,2128,1716,1621,1655
BLNK,8,0,0,4,8,0,0,4,3
TLL2,17,17,3,7,5,11,10,9,18
CYP26A1,1,0,0,0,0,0,0,0,0
TDRD1,0,0,0,0,0,0,0,0,0
SORBS1,887,592,464,498,468,666,613,613,578
CRTAC1,2,3,4,1,4,0,0,0,0
BAMBI,846,836,913,523,648,901,654,714,677
IL11,4847,4034,2010,3165,3700,2827,3360,1994,1372
MYO3A,4,0,0,0,0,0,0,0,0
WAC,12682,11027,10629,7763,7921,11783,9172,9217,9099
CREM,1008,917,761,689,707,825,795,606,733
NUBP2,895,878,371,610,817,446,698,931,451
TPSD1,0,0,0,0,0,0,0,0,0
SMIM24,4,3,1,4,6,4,3,2,8
HIVEP1,3626,4053,3562,2353,2754,4220,2731,2807,2233
TREM2,1,3,0,3,4,0,7,8,5
KCNK16,0,0,0,0,0,0,0,0,0
CRISP3,0,0,0,0,0,0,0,0,0
FKBP5,10107,8919,9352,6222,6163,9796,7246,7876,8809
SRPK1,8647,7293,5547,5149,5393,6603,6252,5878,5323
BRPF3,6426,5663,3244,4012,4336,4025,4424,4879,3133
MRPS18A,1383,1289,668,881,1102,886,964,1168,702
PGC,2,0,0,0,0,1,5,0,0
TMEM14A,3931,3240,1991,2528,2560,2061,3075,3033,2038
EFHC1,2293,1975,1067,1404,1432,1257,1542,1909,1086
NCR2,0,0,0,0,0,0,0,0,0
HSP90AB1,137860,110735,114536,84627,87431,136094,95461,77977,87992
MLN,4,3,0,1,0,1,0,0,0
CDC5L,18415,15298,8807,10888,11262,10184,13339,12518,8261
ITPR3,7771,7423,3678,4740,5433,4717,5793,7144,4115
ZNF184,1657,1471,963,983,1072,988,1196,1133,937
DSP,6009,5739,186,4116,4186,236,4576,3682,97
SIRT1,5701,4723,3390,3260,3682,3821,4079,3785,3176
HNRNPH3,47915,42185,36119,29409,32260,41242,33575,32320,30409
IFT74,1148,995,770,637,761,884,805,842,738
JAK2,1694,1600,1942,1068,1140,2142,1195,1219,1779
IL12RB1,23,21,3,6,17,4,13,35,6
ABL1,7343,6819,5544,4621,5086,6872,5053,6118,5323
ACOT7,3639,3913,3184,2429,2790,4143,2929,3259,3873
SH3GLB1,16511,14879,8500,10140,10060,8933,12107,12789,8046
CDC7,5978,4743,2467,3589,3511,2673,4218,4071,2303
SYDE2,1533,1643,967,957,1078,1043,1090,1261,655
PCSK5,105,72,12,54,68,27,73,117,14
SCD,48393,42583,14657,29964,29679,16240,35899,43236,18299
TMED1,1375,1249,395,908,1101,598,1011,1260,521
ABLIM1,6533,6441,8631,3871,4075,8588,5012,6543,6697
ERMP1,5497,4409,3246,3216,2961,3663,3857,4357,3161
RAB18,10732,9324,8287,6518,6684,8837,7958,7533,6751
NRP1,8588,5195,8781,4593,4094,10644,5611,5596,12579
HSD17B7P2,206,177,106,127,144,104,139,185,115
PRTFDC1,2546,2083,3330,1497,1465,3022,1845,1830,2737
PALMD,8,5,16,2,1,7,7,12,4
TSPAN15,1212,1021,600,782,743,716,892,1082,743
MACROH2A2,1129,796,138,654,631,134,814,814,138
WASHC2A,6926,5992,4851,4313,4393,5331,5089,4740,4575
MAST3,1076,925,455,715,615,559,830,1099,598
MZF1,586,512,199,386,461,274,474,505,220
OCEL1,284,307,79,195,170,156,191,319,177
MYO9B,8842,8314,7104,5629,6034,8823,6577,6766,6995
KCNK6,1477,1248,455,1012,847,528,1140,1126,398
CATSPERG,15,27,12,12,17,11,15,27,12
PSMD8,10007,8958,6415,6325,6622,6946,6867,7186,5460
FBXL19,2085,1623,472,1246,1290,565,1476,1778,489
STX1B,401,389,261,226,232,239,255,313,248
HSD3B7,182,127,35,121,96,33,148,151,28
SETD1A,2788,2829,748,1744,2108,1017,2203,2292,883
BCL7C,1273,1306,602,880,1076,654,990,1172,691
MAGEB2,0,0,0,0,0,0,0,0,0
EFNA2,11,12,0,4,12,2,1,13,1
CIRBP,10884,11162,3829,7035,8175,4276,8136,9812,3822
ATP5F1D,392,524,172,308,381,175,326,403,170
CBARP,105,87,42,52,76,38,81,77,36
PCDH11Y,0,0,0,0,0,0,0,0,0
AMELY,0,0,0,0,0,0,0,0,0
PRKY,626,576,630,404,419,650,457,451,570
IGFALS,6,3,2,3,0,4,3,2,0
HNRNPM,23932,20006,15183,14214,15345,16910,16872,16086,13135
MARCHF2,584,548,365,373,410,430,441,562,427
NDUFB7,1027,1167,417,626,1022,575,778,1179,577
TECR,7907,7199,3076,5165,5567,3724,5745,7577,4043
TIMM13,2265,2534,988,1512,2097,1224,1806,1737,1151
CDC34,1866,1576,734,1092,1232,913,1418,1390,662
MTAP,5237,4739,4042,3060,3502,4463,3780,3396,3385
MISP,2,0,0,0,3,1,0,3,0
CEP170B,2361,2548,983,1649,2017,1291,1922,2199,1024
POLR2E,10949,10450,2910,6947,7761,3557,7888,9628,3557
POLRMT,1115,1107,347,750,871,403,851,887,431
HCN2,411,486,38,242,360,64,341,331,78
CDHR5,28,22,5,16,30,13,39,21,15
IZUMO4,45,30,24,24,62,17,29,59,21
RASSF7,424,523,160,357,410,242,414,481,230
GADD45B,4763,5412,4913,3177,4736,6256,3695,3550,3102
PALM,130,145,56,64,93,74,92,145,102
MADCAM1,2,7,1,3,2,1,5,5,0
IGF2-AS,0,0,0,0,4,0,1,1,0
MKNK2,3615,3286,977,2357,2528,1157,2666,3507,1166
ARVCF,301,297,104,166,244,118,196,324,159
TRMT2A,765,718,191,467,595,284,575,715,293
RANBP1,7386,6564,3899,4546,5381,4629,5495,4710,3797
ZDHHC8,829,1006,353,560,690,524,639,854,462
KLHL22,1117,1167,261,734,808,325,866,1222,370
MED15,3414,3827,1820,2280,2734,2595,2789,2939,2026
SERPIND1,4,0,1,5,0,6,4,1,2
SNAP29,5158,4495,2269,3140,3321,2549,3693,3919,2106
CRKL,10115,8476,4873,6004,6229,5766,7092,7706,4536
LZTR1,756,641,539,512,544,744,598,602,694
MMP11,94,93,18,79,68,19,89,147,32
CECR2,6,0,0,2,3,0,3,10,0
SMARCB1,3724,3254,1755,2420,2366,2249,2718,2876,1820
P2RX6,276,168,67,177,144,118,192,293,143
DERL3,33,28,6,27,13,14,21,37,25
SLC7A4,0,2,0,0,3,0,3,2,5
BCL2L13,5020,4430,2366,3021,3096,2616,3589,3897,2468
DDTL,233,171,86,176,145,73,143,159,75
DDT,21,20,15,16,21,11,18,12,10
GSTT2,89,91,27,54,62,48,73,77,33
OSM,1,0,0,0,0,0,0,0,0
CABIN1,4678,3737,2962,2708,2968,3781,3332,4064,3305
TBC1D10A,343,358,132,251,253,196,316,377,212
SUSD2,15,19,6,7,15,9,16,16,5
SF3A1,10115,8920,5329,6198,6256,6438,7223,7333,4913
GGT5,1,0,0,0,0,0,2,0,0
RNF215,818,685,300,495,535,391,556,619,360
SEC14L2,1270,1105,908,839,839,1069,775,945,929
SEC14L3,0,0,0,0,0,0,0,0,1
SPECC1L,3330,3097,1507,2116,2327,1859,2541,2871,1572
PPIL2,4282,3661,2186,2688,2971,2533,3219,3542,2283
UPB1,4,6,0,7,2,2,5,4,3
YPEL1,504,454,225,294,271,277,362,638,332
SNRPD3,6237,5658,3544,3969,4330,3871,4544,4591,3375
PES1,5590,4780,3943,3544,3963,4853,3693,3740,3638
MAPK1,18822,16399,10983,11961,12161,12358,13240,14173,9627
GGT1,5,11,3,3,5,7,10,15,5
PRODH,8,11,4,10,5,6,2,26,7
PPM1F,2383,2212,1078,1534,1695,1365,1903,2191,1331
SLC35E4,215,191,122,127,175,165,191,189,174
TOP3B,277,229,155,168,187,187,214,252,129
CRYBB3,4,6,5,2,2,2,2,4,5
CYTH4,2,11,1,3,8,0,5,4,5
ESS2,953,919,548,591,848,718,750,731,594
CRYBB2P1,1551,1370,939,1020,1002,1031,1041,1081,773
MFNG,26,16,5,8,19,8,15,11,2
CARD10,682,648,277,485,547,423,600,669,426
SLC25A1,2546,2555,1392,1636,1696,1751,2012,2349,1515
GRK3,1713,1560,1075,999,1063,1217,1200,1275,957
PLA2G3,0,0,0,0,0,0,2,0,3
LGALS2,33,26,17,29,25,13,16,11,7
GGA1,1622,1605,791,1056,1347,1007,1347,1360,922
HIRA,1081,923,487,602,712,716,814,752,606
SH3BP1,135,113,88,69,81,44,84,116,51
SEZ6L,0,4,0,0,1,0,0,3,0
LGALS1,51689,51805,38088,32137,38959,45098,38114,40016,47358
HPS4,2105,1872,1135,1336,1396,1318,1417,1752,1063
PIK3IP1,226,244,340,148,148,458,147,331,557
SRRD,1607,1510,849,1014,1036,1053,1167,1170,749
PATZ1,2033,1769,908,1284,1489,1113,1426,1799,1061
TRIOBP,2418,2605,1399,1721,1903,1665,1697,2554,1806
TFIP11,3180,2715,1692,1959,2095,2171,2050,2359,1519
GCAT,725,737,281,527,622,350,600,681,337
GGTLC2,0,0,0,0,0,0,0,0,0
CRYBB1,0,2,0,1,0,0,0,0,0
ANKRD54,1079,894,651,693,719,883,783,780,645
EIF3L,11724,9793,7372,6959,6902,8295,7805,8876,7009
SNU13,9999,8290,6165,5900,6066,6751,6810,6992,5434
MICALL1,3907,4296,2833,2563,3105,3449,2883,2971,2415
POLR2F,3288,2710,1544,2023,2389,1619,2270,2470,1504
SOX10,1,2,0,0,0,1,1,3,2
CCDC134,2847,2369,1775,1682,1916,2093,1916,2291,1891
DEPDC5,668,498,365,440,403,359,469,521,373
PICK1,1268,1243,416,743,804,515,932,1078,451
TTC28,2103,1945,1711,1305,1402,2198,1492,2070,1963
SLC16A8,2,13,0,6,5,2,4,11,1
CENPM,1538,1642,566,1082,1290,964,1203,1646,952
SEPTIN3,77,55,8,43,68,5,56,88,3
SLC5A1,3,2,0,0,0,0,1,4,0
TPTEP1,0,0,0,0,0,0,0,4,0
SLC5A4,19,29,21,13,29,22,20,14,9
KDELR3,4472,3743,2595,2814,2573,2893,3082,3090,2405
CYP2D6,37,22,26,29,33,31,21,33,14
DDX17,40688,33538,19178,24075,24967,20667,28596,32671,18855
DMC1,54,74,14,51,48,8,27,52,11
TCF20,8071,6705,4422,4793,5193,4956,5660,6105,4013
HSCB,482,380,266,275,329,276,324,367,262
CBY1,2009,1509,990,1236,1149,1195,1355,1757,1030
TOMM22,7865,7541,4544,5241,5983,5038,6030,5896,4444
RSPH14,31,19,5,18,11,19,17,18,14
XBP1,3479,3002,2205,2118,2133,2308,2568,2439,1862
RTCB,9719,7853,6971,5796,6066,7961,6440,5921,5594
JOSD1,9770,8731,4003,5813,6420,4682,6838,7392,3683
FBXO7,7313,6172,3988,4197,4525,4450,4988,4967,3591
GTPBP1,3297,3145,1717,2035,2191,2056,2317,3079,1671
POLDIP3,205,144,97,108,85,114,131,130,107
RAB36,1158,1156,537,786,871,585,897,926,433
TIMP3,7095,7479,8084,4185,5248,8093,5114,4729,6360
PPP6R2,1762,1793,981,1134,1234,1358,1324,1546,1233
SBF1,5395,5699,2526,3556,4300,3361,4230,5241,3213
SUN2,11171,11150,5933,7530,8051,7225,8565,10366,6695
CYB5R3,10416,11456,5096,6926,7613,6312,8293,10111,5894
DNAL4,852,691,403,486,528,487,540,868,425
C22orf31,2,0,0,0,0,0,0,1,0
MIOX,0,2,0,0,1,1,0,0,3
LMF2,1734,2197,835,1227,1668,1100,1421,1936,1093
RHBDD3,492,458,176,336,411,214,371,446,137
PACSIN2,6960,6377,3909,4235,4695,4671,5239,5634,3867
TTLL1,179,202,73,103,162,92,127,190,86
RASL10A,12,10,1,19,7,6,9,5,4
AP1B1,6053,5842,2594,3796,4222,3448,4386,5202,3276
HMGXB4,5725,4739,2837,3364,3276,3010,4080,4275,2615
TOM1,1174,1044,582,703,740,766,861,994,711
NEFH,12,18,10,11,15,28,5,9,11
CHKB,175,171,59,108,89,67,126,144,65
BIK,11,16,1,13,8,9,14,20,9
HMOX1,639,625,771,480,513,973,507,656,745
MCAT,522,467,263,303,354,321,349,400,264
THOC5,3670,3057,2458,2166,2254,2600,2442,2402,1922
MCM5,10829,10020,4707,7067,8234,5787,8237,9413,5286
APOBEC3H,4,16,0,1,7,1,2,5,0
ARSA,449,536,219,303,314,275,324,556,310
TSPO,563,548,393,396,449,452,481,589,417
RASD2,975,875,417,571,627,531,806,944,480
TTLL12,1008,859,406,571,744,501,671,747,449
CBX7,1012,928,559,582,642,677,658,1161,653
PDGFB,843,1007,279,607,609,314,695,738,281
ACR,0,0,0,4,0,0,0,0,0
CABP7,15,10,3,6,16,11,9,17,10
RPL3,64645,60712,38501,39132,43209,45446,46857,51493,43830
ZMAT5,683,641,471,478,498,584,557,626,511
RBFOX2,21696,18602,11575,12835,13248,12603,15036,17695,11583
SYNGR1,698,787,502,411,473,501,456,801,568
TAB1,1110,1023,490,707,790,694,814,1249,631
ASCC2,2752,2601,1383,1793,1992,1790,2054,2242,1295
MTMR3,800,700,413,472,477,471,525,646,365
MIEF1,4204,3689,2050,2390,2773,2340,2810,2901,1664
APOL4,5,2,0,3,0,4,7,6,3
PNPLA5,0,1,0,0,0,0,0,0,0
APOL1,9342,5709,2488,4901,4232,2862,6023,8281,4191
PNPLA3,341,308,27,266,239,30,271,261,51
MYH9,114149,157073,99052,78492,101612,119688,89719,103031,89522
CACNA1I,2,0,0,0,2,1,0,2,2
SAMM50,3645,3184,2197,2421,2397,2475,2456,2466,1956
TXN2,4200,3344,1836,2721,2616,2200,3095,3105,2046
FOXRED2,4767,4040,3034,2999,3225,3424,3457,4139,3334
GRAP2,0,2,0,0,0,1,0,0,0
EIF3D,12267,10246,6023,7592,7716,7110,8733,8328,5581
TNRC6B,4453,3770,1953,2691,2776,2538,3027,3624,2127
SGSM3,786,665,449,515,491,494,613,796,475
IFT27,589,513,118,361,404,105,482,570,112
PVALB,3,1,0,1,1,0,1,7,0
KIAA0930,5745,5401,2795,3718,3998,3581,4569,4611,3216
NCF4,0,0,0,0,0,0,1,1,0
CSF2RB,7,7,4,2,2,2,2,11,0
SLC25A17,2704,2429,1590,1693,1754,1699,2018,1986,1402
UPK3A,0,0,0,0,0,0,0,0,0
FAM118A,1016,999,669,635,616,833,771,733,596
KCTD17,2167,2149,1480,1352,1598,1819,1732,1905,1665
ST13,23057,20612,12314,14680,14887,13368,16891,17257,12094
IL2RB,169,84,18,109,80,14,104,136,18
RBX1,6455,4816,3526,3823,3843,3702,4065,4225,3357
EP300,7888,6464,3679,4766,5124,4738,5298,5753,3585
L3MBTL2,3861,3276,1898,2257,2494,2533,2717,2980,2055
CHADL,6,3,6,9,4,9,1,8,11
RANGAP1,12160,11076,7600,7667,8609,9751,8947,9440,8737
ZC3H7B,10971,10302,5897,6761,8122,7598,8147,9976,6584
PHF5A,4314,3606,2631,2556,2849,2779,2974,2803,2014
ACO2,4021,3850,2168,2546,2931,2853,3028,3413,2548
POLR3H,2466,2457,1485,1473,1850,2070,1754,1873,1599
TRMU,3283,2998,1731,2105,2297,1919,2415,2433,1604
PMM1,1390,1341,877,888,1035,1016,1049,1338,1072
DESI1,3649,3038,1592,2195,2287,1872,2544,2230,1265
CERK,4924,4109,2831,2938,3437,3389,3413,3316,2660
BRD1,1428,1278,566,980,1125,827,1246,1229,658
ZBED4,2628,2393,1116,1696,1717,1345,1871,1883,1142
MLC1,2,0,0,2,0,0,0,3,0
HDAC10,255,222,99,189,202,102,222,232,109
KCNK10,0,0,0,0,2,0,0,1,2
ABHD4,5051,4295,2817,2966,2876,3080,3403,4757,2987
KHNYN,7472,6874,3591,4653,4829,4375,5384,6450,3659
FKBP3,10746,9787,7366,6933,7562,7909,8134,7906,7756
SDR39U1,969,877,584,720,611,693,670,911,711
CTSG,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,0,0,0,0
GZMB,0,1,0,0,0,1,0,0,0
RBM23,8637,7128,4428,5245,5231,4810,6166,6968,4499
PRMT5,9277,7643,7631,5580,5912,8832,6310,5711,6539
COCH,230,237,9,138,128,10,220,233,7
AP4S1,1299,1146,1008,707,822,1147,901,1091,980
POLE2,744,510,868,420,437,810,523,500,783
VCPKMT,1015,955,969,718,756,1236,750,752,866
SOS2,8607,7553,5617,4966,4896,5871,5992,6727,4936
CDKL1,1426,1323,1023,860,950,1099,964,1140,943
NIN,30315,26308,33040,17745,19268,38738,21197,21142,29089
PYGL,11366,10548,8650,6780,7636,9049,8162,8083,7642
TRIM9,131,106,54,95,92,45,136,120,70
PSMC6,20722,16348,18433,11993,12711,19500,14214,12467,14628
GNPNAT1,12471,10893,10133,7592,8290,11468,9044,7643,8179
DDHD1,4850,4416,3535,2922,2924,3899,3613,3643,3054
CDKN3,8660,7224,7912,5184,5386,8125,6166,6510,7647
CNIH1,20099,16403,12979,12283,13030,13838,15011,14021,11418
CGRRF1,2702,2214,2161,1649,1904,2570,1870,1712,2039
ATP6V1D,20475,17877,9649,12569,13705,10617,14346,13257,7930
CCDC198,2,0,0,0,0,0,0,2,0
PLEK2,48,21,7,28,25,16,37,44,11
PIGH,1148,828,536,660,691,504,823,795,444
LRRC74A,0,1,0,0,0,0,0,0,0
PSMA3,14965,12010,11003,9019,8907,11767,10335,9990,9632
VTI1B,11631,9648,5027,7042,7111,5358,8059,8190,4699
TIMM9,2539,2160,2168,1506,1822,2610,1887,1663,1852
GSTZ1,504,693,92,353,468,111,430,579,145
KIAA0586,5882,4302,4373,3342,3367,5247,3879,4045,4506
TMED8,6050,5106,1657,3474,3532,1662,4354,4335,1294
SAMD15,425,373,121,282,282,135,307,294,79
AHSA1,8738,6887,2346,5553,5605,2856,6141,5330,1972
DAAM1,8116,6345,4566,4753,4379,4747,5850,6035,4737
ISM2,10,5,0,5,12,1,13,16,10
SPTLC2,9214,8341,4882,5593,5895,5107,6876,7007,4043
RIN3,1076,974,389,770,673,622,846,953,489
LGMN,2668,2287,1009,1770,1773,1092,2006,2235,974
ALKBH1,770,710,213,565,541,282,556,606,220
SNW1,7171,5836,2391,4378,4176,2766,4964,5078,2151
CHGA,3,3,4,3,1,5,0,4,4
ITPK1,2870,2822,1030,1812,2236,1511,2137,2562,1330
DHRS7,2878,2458,2195,1774,1628,2519,2041,2199,2022
PPM1A,11179,9849,5802,6496,6620,6328,7858,8366,5358
SIX4,3424,2548,1913,1867,1769,2036,2490,2517,2023
GALNT16,943,654,959,617,603,1244,696,1020,1413
ASB2,70,119,98,47,99,94,78,65,68
CEP128,2335,2078,812,1416,1419,853,1667,1625,735
ERH,39068,27877,17144,23897,22752,17092,26542,29072,15860
HIF1A,44023,33957,25855,25835,24709,29345,29968,33268,26822
SUSD6,5447,4442,2080,3219,3290,2321,3851,4640,1905
SRSF5,13776,12213,4785,8764,8420,5399,9927,11401,4788
SLC10A1,0,0,3,0,1,7,0,3,0
EIF5,30442,25990,18907,19262,21420,21889,21975,18785,15004
SERPINA4,0,0,0,0,0,0,0,0,0
SLC8A3,5,3,3,14,9,14,2,4,14
DICER1,6840,6154,2668,4271,4453,3145,4938,4650,2083
ZFYVE21,1984,1972,691,1296,1329,905,1497,1532,837
MTHFD1,22508,19298,15816,13208,14810,17451,15896,16812,15755
TCL1A,0,0,0,0,0,0,0,0,0
ZC3H14,6243,5183,1852,3979,4054,2236,4438,4551,1758
TELO2,1021,1079,425,624,856,570,809,979,500
PCNX1,8743,7346,2008,5377,5279,2326,6184,6518,1944
BDKRB1,11,7,19,9,2,14,4,6,9
GSKIP,4854,3875,949,2860,3039,1030,3193,3226,828
VRK1,5741,4934,1142,3355,3504,1268,4018,3756,929
PSMC1,9286,8016,4061,5784,6151,4259,6563,5574,3152
PAPLN,101,64,17,62,60,15,86,70,10
RPS6KA5,2003,1594,464,1074,1095,472,1471,1629,603
PPP4R3A,7033,6179,1907,4301,4710,2138,5192,4512,1634
C14orf93,604,482,267,357,347,321,408,575,340
PSMB5,11739,9320,9245,6823,6994,10802,7673,7333,8299
YY1,13349,11881,4716,7958,8608,4811,9786,9953,4096
ACIN1,23505,18823,15869,14109,14689,18665,16520,16728,15485
CCNB1IP1,2253,2022,2386,1384,1437,2483,1605,1620,1805
TRIP11,5009,4171,1331,2992,3135,1473,3574,3364,1056
APEX1,16401,13326,13197,9794,9869,14935,10712,11033,12151
PABPN1,3645,3070,2977,2332,2538,3216,2501,2863,2805
EFS,37,49,60,46,51,95,45,55,97
ARHGAP5,8955,8376,4035,5595,5422,4392,6674,6470,3701
CINP,2991,2684,1480,1810,1903,1584,2069,2072,1329
DHRS2,1097,929,2027,676,1509,2655,677,656,1602
SRP54,11866,9431,7959,6955,6907,8772,8352,7501,7365
CPNE6,1,0,0,3,2,0,0,3,1
CHD8,15903,12271,10458,9310,9717,11852,10855,11155,9558
PCK2,1266,1403,778,857,1051,928,897,1214,918
PRORP,1354,1076,990,792,845,1096,936,968,863
DCAF11,7619,6250,3565,4389,4459,4256,5034,6026,4150
PSMA6,9085,7226,7311,5317,5736,7127,6243,5496,5656
NFKBIA,2700,2300,1381,1651,1654,1572,1899,2319,1293
EMC9,997,803,577,643,712,702,644,730,653
PSME2,9944,7742,5477,6141,5656,5851,6786,8306,5340
BRMS1L,3518,3040,2567,2203,2164,2410,2665,2288,2205
REC8,144,155,63,94,92,95,101,130,104
TM9SF1,1221,918,780,752,742,883,859,845,783
SEC23A,40093,35814,24128,25308,23644,24128,29720,24546,20327
GMPR2,5559,4465,4599,3281,3333,5247,3847,4136,4495
PNN,34246,26845,16349,20684,19354,18470,24141,21750,15634
RABGGTA,800,717,477,515,508,630,560,621,561
NFATC4,2811,2775,470,2012,1875,586,2060,2810,675
PLTP,1018,917,452,580,618,531,712,995,633
PCIF1,2855,2618,869,1793,1835,1135,2139,2607,1078
GSS,7366,6232,3371,4436,4384,4102,5128,5922,3802
MMP9,55,20,4,29,21,17,43,81,25
VSX1,4,0,0,3,1,0,1,0,2
TRPC4AP,10311,9169,6736,6333,6986,7530,7505,8062,6523
PYGB,10996,10716,8116,6984,7685,9867,8146,9158,9667
ABHD12,6124,5093,4624,3926,3908,5160,4365,4745,4605
PROCR,3264,2450,1076,1979,1819,1249,2281,2440,1203
GINS1,11705,10595,6000,7025,7843,6755,8561,8727,6364
NINL,369,377,638,250,286,827,266,323,626
CD40,2144,1616,734,1246,1322,872,1573,1715,757
UQCC1,9417,7128,3199,5388,5428,3897,6353,6708,3299
ZMYND8,5240,4428,3037,3008,3358,3589,3626,3649,2999
SGK2,8,15,2,12,11,12,6,13,7
IFT52,7534,6589,3745,4557,4816,4056,5374,5821,3618
MYBL2,19020,24629,8351,13220,16311,9663,15129,16335,7991
R3HDML,0,0,0,0,0,1,0,0,0
HNF4A,1,3,0,5,1,3,1,2,2
